ID,FDR,p_value,t,B,logFC
11724409_a_at,0.7414,0.6495126,4.77E-01,-6.4595,2.47E-01
11719684_a_at,0.7414,0.64957589,4.76E-01,-6.45955,1.07E-01
11731365_at,0.7416,0.64972999,4.76E-01,-6.45966,1.87E-01
11716424_a_at,0.7416,0.64976784,4.76E-01,-6.45969,7.20E-01
11718989_s_at,0.7416,0.64978128,4.76E-01,-6.4597,2.33E-01
11759492_at,0.7417,0.64985923,-4.76E-01,-6.45976,-1.60E-01
11746051_a_at,0.7417,0.64989675,-4.76E-01,-6.45979,-6.20E-01
11740382_at,0.7417,0.64993056,4.76E-01,-6.45982,1.80E-01
11739345_x_at,0.7417,0.64994263,4.76E-01,-6.45983,1.17E-01
11725323_at,0.7417,0.64998176,4.76E-01,-6.45986,1.20E-01
11752695_a_at,0.7418,0.65000755,-4.76E-01,-6.45988,-5.77E-01
11752652_a_at,0.7419,0.65011137,-4.76E-01,-6.45996,-3.50E-01
11731204_a_at,0.7422,0.65042472,-4.75E-01,-6.4602,-1.87E-01
11758692_s_at,0.7423,0.65053033,4.75E-01,-6.46028,2.13E-01
11752764_x_at,0.7423,0.6505499,4.75E-01,-6.4603,2.67E-01
11751969_x_at,0.7425,0.65071657,-4.75E-01,-6.46043,-2.53E-01
11763005_at,0.7425,0.65073776,4.75E-01,-6.46044,1.90E-01
11728477_at,0.7425,0.65074695,4.75E-01,-6.46045,1.27E-01
11734694_a_at,0.7426,0.65083894,4.75E-01,-6.46052,3.30E-01
11719573_a_at,0.7426,0.65084963,4.75E-01,-6.46053,1.43E-01
11720381_x_at,0.7426,0.65091603,-4.74E-01,-6.46058,-2.13E-01
11761266_x_at,0.7427,0.65102683,4.74E-01,-6.46066,2.93E-01
11725591_a_at,0.7428,0.65110408,4.74E-01,-6.46072,1.23E-01
11724377_at,0.743,0.65125213,4.74E-01,-6.46084,1.17E-01
11736018_x_at,0.743,0.65128748,4.74E-01,-6.46087,4.23E-01
11729199_at,0.743,0.65132224,-4.74E-01,-6.46089,-4.43E-01
11721465_a_at,0.743,0.65136403,-4.74E-01,-6.46092,-2.43E-01
11719662_s_at,0.743,0.65138759,4.74E-01,-6.46094,1.87E-01
11749798_a_at,0.7431,0.65141979,4.74E-01,-6.46097,1.13E-01
11750169_x_at,0.7431,0.65147229,4.74E-01,-6.46101,4.57E-01
11753482_a_at,0.7432,0.65152649,4.74E-01,-6.46105,1.40E-01
11742953_at,0.7432,0.65158421,4.73E-01,-6.46109,3.30E-01
11742708_a_at,0.7432,0.65163265,-4.73E-01,-6.46113,-2.17E-01
11725484_a_at,0.7432,0.65166182,4.73E-01,-6.46115,2.40E-01
11731586_at,0.7432,0.65166764,-4.73E-01,-6.46116,-4.67E-01
11720560_a_at,0.7432,0.65166916,-4.73E-01,-6.46116,-2.83E-01
11740472_a_at,0.7432,0.65167949,4.73E-01,-6.46117,3.70E-01
11720218_a_at,0.7433,0.65180134,-4.73E-01,-6.46126,-1.77E-01
11763249_x_at,0.7434,0.65182761,-4.73E-01,-6.46128,-4.43E-01
11752444_a_at,0.7434,0.65185116,4.73E-01,-6.4613,2.57E-01
11759838_x_at,0.7434,0.6518597,4.73E-01,-6.4613,1.57E-01
11723858_a_at,0.7434,0.65194505,4.73E-01,-6.46137,1.40E-01
11736529_at,0.7436,0.65210216,4.73E-01,-6.46149,1.23E-01
11717579_s_at,0.7437,0.6521715,-4.73E-01,-6.46154,-3.50E-01
11720128_at,0.7437,0.65222209,4.73E-01,-6.46158,1.27E-01
11757475_x_at,0.7437,0.65223029,4.73E-01,-6.46159,2.80E-01
11729405_x_at,0.7437,0.65223141,4.73E-01,-6.46159,1.43E-01
11760544_at,0.7438,0.65231339,-4.72E-01,-6.46165,-2.87E-01
11745215_a_at,0.7438,0.65234933,-4.72E-01,-6.46168,-1.77E-01
11736428_at,0.7439,0.65251516,4.72E-01,-6.46181,2.77E-01
11757318_x_at,0.7439,0.65252023,4.72E-01,-6.46181,1.43E-01
11720113_at,0.7439,0.65252457,4.72E-01,-6.46181,1.10E-01
11725118_a_at,0.7439,0.65253327,-4.72E-01,-6.46182,-2.43E-01
11751669_a_at,0.7439,0.65254323,-4.72E-01,-6.46183,-1.93E-01
11758916_at,0.7439,0.65256536,4.72E-01,-6.46185,2.03E-01
11735154_a_at,0.7439,0.65257673,-4.72E-01,-6.46185,-2.20E-01
11726230_s_at,0.7442,0.65283795,4.72E-01,-6.46205,2.47E-01
11755065_a_at,0.7442,0.65285016,4.72E-01,-6.46206,1.60E-01
11730181_s_at,0.7442,0.65287509,-4.72E-01,-6.46208,-5.13E-01
11716404_s_at,0.7443,0.65295349,-4.71E-01,-6.46214,-1.80E-01
11722935_x_at,0.7443,0.65299963,4.71E-01,-6.46218,1.17E-01
11727367_x_at,0.7444,0.65304907,-4.71E-01,-6.46221,-2.83E-01
11751112_a_at,0.7444,0.6530635,4.71E-01,-6.46223,2.07E-01
11757416_a_at,0.7444,0.65309386,-4.71E-01,-6.46225,-3.03E-01
11757629_x_at,0.7445,0.65319011,4.71E-01,-6.46232,1.27E-01
11734033_at,0.7445,0.6532033,4.71E-01,-6.46233,1.43E-01
11752912_x_at,0.7445,0.65326682,-4.71E-01,-6.46238,-2.33E-01
11743650_s_at,0.7445,0.65327243,4.71E-01,-6.46239,1.97E-01
11722921_a_at,0.7445,0.65333405,4.71E-01,-6.46243,1.90E-01
11719490_a_at,0.7445,0.65333405,-4.71E-01,-6.46243,-1.90E-01
11741760_a_at,0.7446,0.65342632,4.71E-01,-6.4625,2.10E-01
11754850_a_at,0.7446,0.65343761,4.71E-01,-6.46251,1.67E-01
11735053_s_at,0.7447,0.65352626,4.71E-01,-6.46258,1.27E-01
11721948_a_at,0.7448,0.65368263,-4.70E-01,-6.4627,-4.03E-01
11751098_a_at,0.7448,0.65368285,-4.70E-01,-6.4627,-2.13E-01
11747889_x_at,0.7448,0.65368813,4.70E-01,-6.4627,2.20E-01
11740991_a_at,0.745,0.65383202,4.70E-01,-6.46281,2.07E-01
11758116_s_at,0.745,0.65383436,4.70E-01,-6.46281,3.43E-01
11740175_a_at,0.7451,0.65395731,-4.70E-01,-6.46291,-1.70E-01
11736062_s_at,0.7451,0.6540015,4.70E-01,-6.46294,3.97E-01
11715962_at,0.7452,0.65403782,-4.70E-01,-6.46297,-2.37E-01
11724138_at,0.7452,0.65407135,4.70E-01,-6.46299,3.33E-01
11759088_at,0.7452,0.65411826,-4.70E-01,-6.46303,-1.47E-01
11729360_a_at,0.7452,0.65414638,4.70E-01,-6.46305,3.93E-01
11718611_at,0.7453,0.65419831,-4.70E-01,-6.46309,-3.43E-01
11737370_at,0.7453,0.65423298,4.70E-01,-6.46312,1.23E-01
11753334_x_at,0.7454,0.65431687,-4.69E-01,-6.46318,-2.07E-01
11759316_at,0.7454,0.65435061,4.69E-01,-6.46321,5.50E-01
11718864_s_at,0.7454,0.65438247,-4.69E-01,-6.46323,-2.17E-01
11735680_a_at,0.7455,0.65445814,4.69E-01,-6.46329,4.20E-01
11752055_a_at,0.7455,0.65450563,4.69E-01,-6.46332,4.33E-01
11721609_a_at,0.7455,0.65456311,4.69E-01,-6.46337,2.37E-01
11733913_at,0.7455,0.65456638,-4.69E-01,-6.46337,-1.93E-01
11739218_a_at,0.7455,0.65459055,4.69E-01,-6.46339,1.97E-01
11747365_a_at,0.7455,0.65459055,-4.69E-01,-6.46339,-1.97E-01
11750172_a_at,0.7456,0.65461563,4.69E-01,-6.46341,1.97E-01
11745050_a_at,0.7458,0.65482448,-4.69E-01,-6.46357,-3.13E-01
11738876_a_at,0.7458,0.65484338,-4.69E-01,-6.46358,-2.80E-01
11728891_at,0.7458,0.65485643,4.69E-01,-6.46359,2.90E-01
11744545_s_at,0.7458,0.65491287,4.69E-01,-6.46363,4.00E-01
11737096_a_at,0.7458,0.6549478,4.69E-01,-6.46366,1.10E-01
11726244_a_at,0.7459,0.65502976,-4.68E-01,-6.46372,-6.97E-01
11735520_a_at,0.7459,0.65505792,4.68E-01,-6.46374,2.40E-01
11760228_s_at,0.7459,0.65507454,4.68E-01,-6.46376,2.47E-01
11728217_a_at,0.7459,0.65508739,4.68E-01,-6.46377,1.13E-01
11761824_at,0.7459,0.65508739,4.68E-01,-6.46377,1.13E-01
11726393_at,0.7462,0.65530694,-4.68E-01,-6.46393,-1.10E-01
11724882_x_at,0.7462,0.65534735,4.68E-01,-6.46396,4.93E-01
11744778_a_at,0.7462,0.65535805,4.68E-01,-6.46397,1.70E-01
11755040_a_at,0.7462,0.65535862,-4.68E-01,-6.46397,-2.53E-01
11751660_a_at,0.7463,0.65546842,4.68E-01,-6.46405,1.63E-01
11756521_a_at,0.7463,0.65555116,4.68E-01,-6.46412,2.07E-01
11763248_x_at,0.7464,0.65558485,4.68E-01,-6.46414,2.67E-01
11722230_a_at,0.7465,0.65572071,4.67E-01,-6.46424,1.43E-01
11761436_x_at,0.7465,0.6557306,4.67E-01,-6.46425,2.20E-01
11752334_a_at,0.7466,0.65580804,4.67E-01,-6.46431,3.33E-01
11729423_at,0.7466,0.65583278,-4.67E-01,-6.46433,-2.97E-01
11754247_s_at,0.7466,0.65583336,4.67E-01,-6.46433,3.13E-01
11726815_a_at,0.7466,0.65585338,4.67E-01,-6.46435,2.17E-01
11718595_a_at,0.7466,0.65588998,-4.67E-01,-6.46437,-1.17E-01
11756372_a_at,0.7467,0.65603414,4.67E-01,-6.46448,5.17E-01
11723081_s_at,0.7468,0.65606726,4.67E-01,-6.46451,1.97E-01
11752744_a_at,0.7468,0.65607622,-4.67E-01,-6.46451,-3.80E-01
11744777_s_at,0.7468,0.65610475,-4.67E-01,-6.46453,-3.93E-01
11718786_a_at,0.7469,0.65621831,-4.67E-01,-6.46462,-1.57E-01
11717074_a_at,0.7469,0.65627017,4.67E-01,-6.46466,1.27E-01
11740060_at,0.7471,0.65642001,-4.66E-01,-6.46477,-1.43E-01
11760916_at,0.7471,0.65646316,4.66E-01,-6.46481,3.37E-01
11753540_a_at,0.7472,0.65658883,4.66E-01,-6.4649,3.90E-01
11741013_a_at,0.7473,0.65667111,4.66E-01,-6.46496,1.47E-01
11755163_a_at,0.7473,0.65667225,-4.66E-01,-6.46496,-4.20E-01
11745924_at,0.7474,0.65677959,4.66E-01,-6.46504,2.60E-01
11751223_a_at,0.7474,0.656844,-4.66E-01,-6.46509,-2.87E-01
11753249_x_at,0.7474,0.65684973,4.66E-01,-6.4651,1.27E-01
11761446_a_at,0.7475,0.65687807,-4.66E-01,-6.46512,-2.30E-01
11726066_a_at,0.7475,0.65688925,-4.66E-01,-6.46513,-1.23E-01
11722748_at,0.7475,0.65690701,4.66E-01,-6.46514,1.43E-01
11741202_x_at,0.7475,0.6569654,-4.66E-01,-6.46518,-6.50E-01
11741293_a_at,0.7477,0.65716689,-4.65E-01,-6.46534,-2.37E-01
11749958_a_at,0.7478,0.65721859,-4.65E-01,-6.46537,-3.37E-01
11724084_a_at,0.7478,0.65724156,-4.65E-01,-6.46539,-2.30E-01
11759398_at,0.7478,0.65726712,4.65E-01,-6.46541,3.00E-01
11752069_a_at,0.7478,0.65731041,4.65E-01,-6.46544,4.53E-01
11761497_a_at,0.7479,0.6574335,4.65E-01,-6.46554,1.97E-01
11747939_a_at,0.7479,0.65744053,-4.65E-01,-6.46554,-3.30E-01
11733469_a_at,0.7479,0.6574649,4.65E-01,-6.46556,1.17E-01
11754846_a_at,0.7479,0.65752538,-4.65E-01,-6.4656,-4.00E-01
11723442_at,0.7479,0.65753157,-4.65E-01,-6.46561,-6.00E-01
11749396_s_at,0.7479,0.65753158,-4.65E-01,-6.46561,-1.47E-01
11760376_a_at,0.7479,0.65753184,-4.65E-01,-6.46561,-5.30E-01
11764028_at,0.7479,0.65754162,-4.65E-01,-6.46562,-1.43E-01
11763567_a_at,0.748,0.6576212,-4.65E-01,-6.46568,-1.17E-01
11736723_a_at,0.7481,0.6576905,4.64E-01,-6.46573,3.93E-01
11736836_at,0.7482,0.65782475,-4.64E-01,-6.46583,-3.60E-01
11758177_x_at,0.7482,0.65785889,-4.64E-01,-6.46585,-3.37E-01
11733788_a_at,0.7482,0.65788386,4.64E-01,-6.46587,2.27E-01
11758401_s_at,0.7483,0.65792038,-4.64E-01,-6.4659,-2.00E-01
11758712_s_at,0.7483,0.65794363,-4.64E-01,-6.46592,-1.43E-01
11745676_a_at,0.7483,0.65794918,-4.64E-01,-6.46592,-2.70E-01
11734111_at,0.7483,0.65797375,4.64E-01,-6.46594,2.63E-01
11755310_s_at,0.7483,0.65803678,-4.64E-01,-6.46599,-2.80E-01
11725137_x_at,0.7483,0.65803855,4.64E-01,-6.46599,3.40E-01
11737098_a_at,0.7483,0.6580466,-4.64E-01,-6.466,-2.33E-01
11729988_x_at,0.7484,0.65814703,-4.64E-01,-6.46607,-1.30E-01
11726060_at,0.7484,0.65815283,-4.64E-01,-6.46608,-2.40E-01
11750818_a_at,0.7484,0.65815416,4.64E-01,-6.46608,1.73E-01
11726634_a_at,0.7484,0.65822229,-4.64E-01,-6.46613,-2.67E-01
11742791_at,0.7485,0.65828895,4.64E-01,-6.46618,2.10E-01
11751863_a_at,0.7485,0.65829422,4.64E-01,-6.46618,3.03E-01
11745756_a_at,0.7485,0.65830424,4.64E-01,-6.46619,2.60E-01
11723504_x_at,0.7486,0.65839259,-4.63E-01,-6.46625,-3.53E-01
11743713_x_at,0.7486,0.65849435,4.63E-01,-6.46633,1.30E-01
11759399_x_at,0.7486,0.65849954,4.63E-01,-6.46633,2.67E-01
11741059_s_at,0.7487,0.65851818,-4.63E-01,-6.46635,-1.50E-01
11759804_x_at,0.7487,0.65857372,-4.63E-01,-6.46639,-4.30E-01
11760995_a_at,0.7487,0.65857755,4.63E-01,-6.46639,1.30E-01
11725100_s_at,0.7487,0.65858642,4.63E-01,-6.4664,1.10E-01
11755526_x_at,0.7487,0.65859344,4.63E-01,-6.46641,3.43E-01
11758902_at,0.7487,0.65862521,-4.63E-01,-6.46643,-3.50E-01
11737064_a_at,0.7488,0.6587158,-4.63E-01,-6.4665,-1.93E-01
11745416_x_at,0.7488,0.65873458,-4.63E-01,-6.46651,-1.93E-01
11753144_a_at,0.7488,0.65875111,4.63E-01,-6.46652,1.13E-01
11720236_a_at,0.7488,0.65878544,4.63E-01,-6.46655,1.63E-01
11735080_at,0.7488,0.65879604,4.63E-01,-6.46656,2.63E-01
11723989_s_at,0.7488,0.65883824,4.63E-01,-6.46659,1.57E-01
11745279_a_at,0.7488,0.65884964,4.63E-01,-6.4666,3.07E-01
11763290_at,0.7488,0.65887711,4.63E-01,-6.46662,2.43E-01
11741450_a_at,0.7488,0.65891438,-4.63E-01,-6.46664,-6.37E-01
11735833_a_at,0.7488,0.65891471,-4.63E-01,-6.46665,-3.37E-01
11722879_a_at,0.7489,0.65895485,4.63E-01,-6.46668,1.50E-01
11718160_at,0.7489,0.65895822,-4.63E-01,-6.46668,-2.00E-01
11755083_a_at,0.749,0.65906167,-4.62E-01,-6.46675,-1.30E-01
11752028_a_at,0.749,0.6590773,4.62E-01,-6.46677,2.73E-01
11739466_a_at,0.7491,0.65923137,-4.62E-01,-6.46688,-2.80E-01
11745364_a_at,0.7493,0.65939895,-4.62E-01,-6.46701,-3.93E-01
11728604_at,0.7495,0.65956041,4.62E-01,-6.46713,2.53E-01
11717534_a_at,0.7496,0.65967621,4.62E-01,-6.46721,3.67E-01
11751089_a_at,0.7497,0.65984241,-4.61E-01,-6.46734,-1.33E-01
11740135_s_at,0.7497,0.65984611,4.61E-01,-6.46734,2.30E-01
11716460_x_at,0.7498,0.65988615,-4.61E-01,-6.46737,-2.33E-01
11749136_x_at,0.7498,0.6599083,4.61E-01,-6.46739,2.03E-01
11720714_at,0.7498,0.6599658,-4.61E-01,-6.46743,-2.57E-01
11717052_at,0.75,0.66012933,4.61E-01,-6.46755,3.10E-01
11739868_a_at,0.75,0.66013019,-4.61E-01,-6.46755,-3.93E-01
11763419_x_at,0.7501,0.66031349,-4.61E-01,-6.46769,-2.17E-01
11753941_x_at,0.7501,0.66032008,-4.61E-01,-6.46769,-4.73E-01
11736517_a_at,0.7501,0.6603389,-4.61E-01,-6.46771,-2.60E-01
11717797_at,0.7501,0.66034788,-4.61E-01,-6.46771,-2.17E-01
11733487_a_at,0.7502,0.66041241,-4.60E-01,-6.46776,-3.67E-01
11757496_s_at,0.7502,0.66045786,-4.60E-01,-6.46779,-1.53E-01
11736389_x_at,0.7503,0.66051296,-4.60E-01,-6.46784,-1.87E-01
11725029_a_at,0.7503,0.66054942,4.60E-01,-6.46786,6.53E-01
11720061_s_at,0.7504,0.6606475,-4.60E-01,-6.46794,-1.33E-01
11724645_at,0.7505,0.66074568,4.60E-01,-6.46801,1.57E-01
11759001_at,0.7506,0.66082688,-4.60E-01,-6.46807,-3.47E-01
11755948_a_at,0.7506,0.66083957,4.60E-01,-6.46808,2.00E-01
11723731_at,0.7507,0.66094167,-4.60E-01,-6.46815,-2.57E-01
11743015_a_at,0.7507,0.66097051,4.60E-01,-6.46818,1.33E-01
11719072_x_at,0.7507,0.66103507,4.60E-01,-6.46822,1.60E-01
11728333_a_at,0.7507,0.66104563,-4.60E-01,-6.46823,-1.30E-01
11755771_a_at,0.7508,0.66110925,-4.59E-01,-6.46828,-5.97E-01
11740976_a_at,0.751,0.66132,-4.59E-01,-6.46843,-1.80E-01
11742863_a_at,0.751,0.66133579,-4.59E-01,-6.46845,-6.53E-01
11756442_a_at,0.7511,0.66141423,-4.59E-01,-6.4685,-2.77E-01
11746188_s_at,0.7512,0.66150799,4.59E-01,-6.46857,1.00E-01
11718967_at,0.7512,0.66153064,-4.59E-01,-6.46859,-2.17E-01
11744812_x_at,0.7512,0.66157509,-4.59E-01,-6.46862,-2.13E-01
11743528_s_at,0.7513,0.66164047,-4.59E-01,-6.46867,-2.00E-01
11746608_s_at,0.7513,0.66164047,-4.59E-01,-6.46867,-2.00E-01
11756346_a_at,0.7513,0.66167125,-4.59E-01,-6.46869,-2.33E-01
11716627_a_at,0.7515,0.66192692,-4.58E-01,-6.46888,-1.70E-01
11723651_x_at,0.7515,0.66195241,-4.58E-01,-6.4689,-2.70E-01
11730049_at,0.7515,0.66195259,4.58E-01,-6.4689,2.27E-01
11755010_s_at,0.7516,0.6620449,4.58E-01,-6.46897,1.30E-01
11734385_a_at,0.7517,0.66210781,4.58E-01,-6.46902,3.57E-01
200085_PM_s_at,0.7517,0.66213108,4.58E-01,-6.46903,1.53E-01
11741380_s_at,0.7518,0.6622044,4.58E-01,-6.46909,1.63E-01
11745140_x_at,0.7518,0.66227617,-4.58E-01,-6.46914,-2.10E-01
11763686_x_at,0.7518,0.66230834,4.58E-01,-6.46916,6.37E-01
11757934_at,0.7519,0.6624035,4.58E-01,-6.46923,2.50E-01
11759005_a_at,0.752,0.66245572,4.57E-01,-6.46927,6.27E-01
11759134_a_at,0.752,0.66248928,-4.57E-01,-6.4693,-3.93E-01
11731631_a_at,0.752,0.66251985,-4.57E-01,-6.46932,-1.50E-01
11746897_a_at,0.752,0.6625239,-4.57E-01,-6.46932,-3.40E-01
11733893_a_at,0.7521,0.66259027,-4.57E-01,-6.46937,-1.80E-01
11762253_at,0.7521,0.66268925,4.57E-01,-6.46945,2.70E-01
11740606_a_at,0.7522,0.66270955,4.57E-01,-6.46946,1.67E-01
11723765_at,0.7522,0.66274925,-4.57E-01,-6.46949,-2.17E-01
11722857_a_at,0.7522,0.66278861,4.57E-01,-6.46952,3.10E-01
11720765_s_at,0.7522,0.66283726,4.57E-01,-6.46955,1.77E-01
11749478_a_at,0.7523,0.66286651,-4.57E-01,-6.46958,-3.67E-01
11743749_a_at,0.7524,0.662968,4.57E-01,-6.46965,4.60E-01
11739416_s_at,0.7524,0.66301338,-4.57E-01,-6.46968,-1.47E-01
11729710_a_at,0.7524,0.66305749,-4.57E-01,-6.46972,-2.50E-01
11715903_at,0.7524,0.66308022,-4.57E-01,-6.46973,-3.87E-01
11743473_x_at,0.7525,0.66311297,-4.56E-01,-6.46976,-3.23E-01
11740708_x_at,0.7525,0.66315989,4.56E-01,-6.46979,1.47E-01
11733950_at,0.7525,0.66320778,4.56E-01,-6.46983,5.07E-01
11729793_at,0.7525,0.6632301,-4.56E-01,-6.46984,-2.80E-01
11758847_at,0.7527,0.66334535,-4.56E-01,-6.46993,-2.50E-01
11757603_a_at,0.7527,0.66337893,-4.56E-01,-6.46995,-3.10E-01
11735591_x_at,0.7527,0.66340129,4.56E-01,-6.46997,2.07E-01
11740293_a_at,0.7527,0.66345211,4.56E-01,-6.47001,1.37E-01
11744260_a_at,0.7528,0.66349707,4.56E-01,-6.47004,2.17E-01
11760124_a_at,0.7528,0.66360214,-4.56E-01,-6.47012,-2.17E-01
11733876_x_at,0.7528,0.6636075,-4.56E-01,-6.47012,-3.87E-01
11757929_s_at,0.753,0.66374003,4.56E-01,-6.47022,2.67E-01
11721779_a_at,0.753,0.66378564,-4.56E-01,-6.47025,-1.47E-01
11743485_s_at,0.753,0.66382611,4.55E-01,-6.47028,1.67E-01
11726778_at,0.753,0.6638509,-4.55E-01,-6.4703,-2.50E-01
11739268_s_at,0.753,0.6638525,-4.55E-01,-6.4703,-3.57E-01
11718587_x_at,0.753,0.66386706,4.55E-01,-6.47031,4.70E-01
11729208_x_at,0.7531,0.66394506,4.55E-01,-6.47037,2.97E-01
11747610_s_at,0.7531,0.66394869,4.55E-01,-6.47037,1.50E-01
11752689_a_at,0.7532,0.66407294,4.55E-01,-6.47046,3.97E-01
11720791_a_at,0.7532,0.6641042,4.55E-01,-6.47048,3.13E-01
11753571_x_at,0.7533,0.66413339,-4.55E-01,-6.47051,-3.10E-01
11737145_s_at,0.7533,0.66415039,4.55E-01,-6.47052,2.73E-01
11720783_a_at,0.7533,0.66424936,-4.55E-01,-6.47059,-2.00E-01
11759982_at,0.7534,0.66434316,4.55E-01,-6.47066,1.17E-01
11754288_a_at,0.7536,0.66451615,-4.54E-01,-6.47079,-1.77E-01
11728538_a_at,0.7536,0.66452565,-4.54E-01,-6.47079,-3.43E-01
11733831_s_at,0.7536,0.66455494,-4.54E-01,-6.47081,-1.80E-01
11748003_a_at,0.7536,0.66459989,-4.54E-01,-6.47085,-3.60E-01
11723661_at,0.7536,0.66460247,-4.54E-01,-6.47085,-1.63E-01
11760964_x_at,0.7536,0.66460922,4.54E-01,-6.47085,3.57E-01
11719376_a_at,0.7537,0.66463866,4.54E-01,-6.47088,1.57E-01
11732318_a_at,0.7537,0.66467955,4.54E-01,-6.47091,2.83E-01
11731053_a_at,0.7537,0.66469133,-4.54E-01,-6.47091,-3.37E-01
11719876_at,0.7537,0.66470239,-4.54E-01,-6.47092,-1.17E-01
11762823_x_at,0.7537,0.6647194,-4.54E-01,-6.47094,-1.80E-01
11722129_at,0.7537,0.66473281,4.54E-01,-6.47094,2.27E-01
11726721_x_at,0.7537,0.66476589,4.54E-01,-6.47097,1.90E-01
11751773_a_at,0.7537,0.66479736,-4.54E-01,-6.47099,-3.13E-01
11735631_at,0.7537,0.66480815,-4.54E-01,-6.471,-3.53E-01
11732379_a_at,0.7538,0.66487241,-4.54E-01,-6.47105,-4.87E-01
11743077_s_at,0.7539,0.66497125,4.54E-01,-6.47112,1.07E-01
11760970_at,0.754,0.66508845,4.54E-01,-6.4712,1.47E-01
11761243_at,0.754,0.66512665,-4.54E-01,-6.47123,-3.20E-01
11728673_s_at,0.754,0.66518455,-4.53E-01,-6.47127,-2.07E-01
11760286_at,0.7543,0.66538508,4.53E-01,-6.47142,1.27E-01
11756030_a_at,0.7543,0.66547237,-4.53E-01,-6.47148,-1.40E-01
11752748_x_at,0.7544,0.66558731,-4.53E-01,-6.47157,-2.07E-01
11749081_x_at,0.7544,0.66560044,-4.53E-01,-6.47158,-2.97E-01
11720709_x_at,0.7545,0.66568157,-4.53E-01,-6.47164,-4.03E-01
11721887_a_at,0.7547,0.66583757,-4.53E-01,-6.47175,-5.77E-01
11725769_at,0.7547,0.66589513,-4.52E-01,-6.47179,-1.10E-01
11720291_s_at,0.7548,0.66596773,4.52E-01,-6.47185,2.40E-01
11761133_at,0.7548,0.66601075,4.52E-01,-6.47188,1.40E-01
11745898_a_at,0.755,0.6661709,-4.52E-01,-6.47199,-3.20E-01
11721966_a_at,0.755,0.66618743,-4.52E-01,-6.47201,-2.50E-01
11749063_a_at,0.7551,0.66628476,4.52E-01,-6.47208,1.47E-01
11760830_s_at,0.7551,0.66628709,4.52E-01,-6.47208,1.50E-01
11721529_at,0.7551,0.66634522,4.52E-01,-6.47212,2.13E-01
11749728_a_at,0.7551,0.66636704,4.52E-01,-6.47214,3.13E-01
11755441_x_at,0.7552,0.66644392,4.52E-01,-6.47219,1.73E-01
11753289_s_at,0.7552,0.66645902,-4.52E-01,-6.4722,-3.83E-01
11756689_a_at,0.7552,0.66647725,4.52E-01,-6.47222,2.00E-01
11741411_a_at,0.7552,0.66647822,4.52E-01,-6.47222,4.87E-01
11752404_x_at,0.7552,0.66648988,-4.52E-01,-6.47223,-4.10E-01
11762742_at,0.7552,0.66650084,-4.52E-01,-6.47223,-1.83E-01
11717716_at,0.7553,0.66662335,4.51E-01,-6.47232,3.97E-01
11749094_a_at,0.7555,0.66679113,-4.51E-01,-6.47244,-2.13E-01
11748526_a_at,0.7555,0.66681491,4.51E-01,-6.47246,5.80E-01
11739370_a_at,0.7555,0.66684858,4.51E-01,-6.47249,1.43E-01
11719736_s_at,0.7556,0.66691296,4.51E-01,-6.47253,3.83E-01
11747683_a_at,0.7556,0.66701394,4.51E-01,-6.47261,1.50E-01
11763922_at,0.7556,0.66702581,4.51E-01,-6.47261,1.83E-01
11751398_s_at,0.7558,0.66714142,-4.51E-01,-6.4727,-2.93E-01
11758857_at,0.7558,0.66715125,-4.51E-01,-6.4727,-3.73E-01
11739471_a_at,0.7558,0.66720216,4.51E-01,-6.47274,4.57E-01
11724240_at,0.7558,0.66721817,4.50E-01,-6.47275,3.20E-01
11761212_at,0.7558,0.66727695,-4.50E-01,-6.4728,-2.80E-01
11761031_x_at,0.7558,0.66727705,-4.50E-01,-6.4728,-1.20E-01
11753624_a_at,0.7558,0.66728119,-4.50E-01,-6.4728,-2.47E-01
11718327_a_at,0.7558,0.66729755,4.50E-01,-6.47281,3.73E-01
11730127_at,0.7559,0.66737303,4.50E-01,-6.47287,1.13E-01
11762582_at,0.7559,0.6673896,4.50E-01,-6.47288,2.50E-01
11728137_at,0.756,0.66747092,-4.50E-01,-6.47294,-4.43E-01
11759737_x_at,0.756,0.66755046,4.50E-01,-6.47299,1.53E-01
11722186_a_at,0.756,0.66755266,-4.50E-01,-6.473,-3.60E-01
11740120_a_at,0.7561,0.66765127,-4.50E-01,-6.47307,-1.87E-01
11748727_a_at,0.7562,0.66780128,-4.50E-01,-6.47317,-5.07E-01
11758452_s_at,0.7562,0.66781231,4.50E-01,-6.47318,4.80E-01
11737172_a_at,0.7562,0.66781771,-4.50E-01,-6.47319,-2.17E-01
11725132_a_at,0.7562,0.66782717,4.50E-01,-6.47319,1.63E-01
11744829_s_at,0.7562,0.66783303,-4.50E-01,-6.4732,-2.23E-01
11727559_at,0.7563,0.66789994,4.49E-01,-6.47325,1.63E-01
11732862_a_at,0.7563,0.66790199,4.49E-01,-6.47325,3.03E-01
11733998_a_at,0.7563,0.66795093,-4.49E-01,-6.47328,-2.17E-01
11753374_a_at,0.7564,0.66801443,4.49E-01,-6.47333,1.97E-01
11717469_at,0.7565,0.66817158,-4.49E-01,-6.47344,-3.53E-01
11735252_a_at,0.7566,0.66822604,4.49E-01,-6.47348,2.17E-01
11746310_a_at,0.7566,0.66823494,4.49E-01,-6.47349,1.27E-01
