ID,FDR,p_value,t,B,logFC
11727004_s_at,0.2969,0.18555033,-1.48,-5.51681,-1.02
11716846_a_at,0.2969,0.1855984,-1.48,-5.51705,-2.1
11719943_at,0.297,0.18564429,1.48,-5.51727,1.85
11754959_a_at,0.297,0.18565322,1.48,-5.51731,1.45
11727973_a_at,0.297,0.18565766,-1.48,-5.51733,-4.73E-01
11749342_a_at,0.297,0.18565861,1.48,-5.51734,6.53E-01
11758694_s_at,0.297,0.1856693,-1.48,-5.51739,-1.61
11718637_s_at,0.297,0.18567509,-1.48,-5.51742,-8.43E-01
11719421_a_at,0.297,0.18567562,-1.48,-5.51742,-5.63E-01
11756988_x_at,0.297,0.18570288,1.48,-5.51755,3.90E-01
11738451_at,0.297,0.18571691,1.48,-5.51762,3.87E-01
11715603_s_at,0.2971,0.1857739,1.48,-5.51789,1.44
11743566_at,0.2971,0.18577934,-1.48,-5.51792,-1.19
11760563_at,0.2971,0.1857932,-1.48,-5.51799,-7.00E-01
11764146_s_at,0.2972,0.18581226,1.48,-5.51808,6.67E-01
11734783_at,0.2972,0.18583511,1.48,-5.51819,5.10E-01
11763443_at,0.2972,0.18583542,1.48,-5.51819,1.03
11762761_a_at,0.2972,0.18586094,-1.48,-5.51831,-1.11
11761144_a_at,0.2972,0.18586699,-1.48,-5.51834,-7.83E-01
11749699_a_at,0.2972,0.18587999,1.48,-5.51841,6.57E-01
11745239_a_at,0.2972,0.18588225,-1.48,-5.51842,-7.47E-01
11760199_a_at,0.2972,0.18588934,1.48,-5.51845,3.33E-01
11743098_a_at,0.2973,0.18592399,1.48,-5.51862,1.01
11734448_a_at,0.2973,0.18593774,1.48,-5.51868,9.50E-01
11719949_a_at,0.2973,0.18596995,-1.48,-5.51884,-5.00E-01
11738458_at,0.2974,0.18600897,1.48,-5.51903,3.90E-01
11754688_a_at,0.2974,0.18601499,-1.48,-5.51906,-6.50E-01
11734521_x_at,0.2974,0.18605017,1.48,-5.51923,4.00E-01
11741821_a_at,0.2974,0.18606479,-1.48,-5.5193,-5.53E-01
11746967_a_at,0.2975,0.18610122,1.48,-5.51947,4.27E-01
11760045_at,0.2975,0.18612244,1.48,-5.51957,4.43E-01
11730848_at,0.2975,0.18612878,-1.48,-5.51961,-7.57E-01
11736782_a_at,0.2975,0.18614165,-1.48,-5.51967,-1.73
11751461_a_at,0.2975,0.18615598,1.48,-5.51974,1.35
11749944_a_at,0.2975,0.18616495,1.48,-5.51978,9.63E-01
11724688_a_at,0.2976,0.18620128,-1.48,-5.51995,-5.07E-01
11726692_at,0.2976,0.1862023,1.48,-5.51996,3.80E-01
11752463_x_at,0.2976,0.18620551,1.48,-5.51998,4.37E-01
11727251_at,0.2976,0.18622256,1.48,-5.52006,4.07E-01
11748248_a_at,0.2976,0.18624136,-1.48,-5.52015,-9.10E-01
11718625_a_at,0.2977,0.18632929,-1.48,-5.52057,-7.03E-01
11727259_a_at,0.2977,0.18633596,1.48,-5.5206,4.17E-01
11732806_a_at,0.2978,0.1863557,-1.48,-5.5207,-1.03
11719516_a_at,0.2978,0.1863638,-1.48,-5.52074,-9.17E-01
11733304_x_at,0.2978,0.18637168,-1.48,-5.52078,-6.23E-01
11733299_a_at,0.2978,0.18637546,1.48,-5.52079,5.80E-01
11757170_at,0.2978,0.18640272,-1.48,-5.52092,-1.17
11742060_x_at,0.2978,0.1864086,-1.48,-5.52095,-5.40E-01
11759263_at,0.2978,0.18641077,1.48,-5.52096,1.16
11747331_a_at,0.2978,0.18641877,-1.48,-5.521,-1.15
11738425_at,0.2978,0.18643411,1.48,-5.52108,4.37E-01
11735596_at,0.2978,0.18646083,1.48,-5.5212,9.93E-01
11720184_x_at,0.2978,0.18646241,-1.48,-5.52121,-4.73E-01
11738986_a_at,0.2978,0.18647981,1.48,-5.5213,4.37E-01
11730139_a_at,0.2978,0.18648547,-1.48,-5.52132,-5.83E-01
11743193_a_at,0.2979,0.18649748,-1.48,-5.52138,-1.64
11735950_s_at,0.2979,0.18654082,1.48,-5.52159,5.07E-01
11755812_a_at,0.298,0.18661173,1.48,-5.52193,3.97E-01
11748280_a_at,0.298,0.18662392,-1.48,-5.52199,-1.24
11721225_a_at,0.298,0.18662965,1.48,-5.52202,4.53E-01
11752751_s_at,0.298,0.1866369,-1.48,-5.52205,-5.50E-01
11724673_a_at,0.298,0.18663707,-1.48,-5.52205,-1.31
11715798_x_at,0.298,0.18663741,-1.48,-5.52205,-9.93E-01
11748894_a_at,0.298,0.18666657,-1.48,-5.52219,-5.70E-01
11744351_a_at,0.2981,0.18668624,-1.48,-5.52229,-5.80E-01
11749624_x_at,0.2982,0.18676944,1.48,-5.52269,1.26
11741590_x_at,0.2983,0.18682568,1.48,-5.52296,6.67E-01
11760091_x_at,0.2983,0.18683717,1.48,-5.52301,4.07E-01
11760501_a_at,0.2983,0.18688143,-1.48,-5.52322,-1.22
11726304_x_at,0.2983,0.18689073,1.48,-5.52327,5.17E-01
11728608_x_at,0.2984,0.18690107,-1.48,-5.52332,-7.10E-01
11721927_at,0.2984,0.18690728,-1.48,-5.52335,-7.60E-01
11757255_at,0.2984,0.18693102,-1.48,-5.52346,-1.12
11718358_at,0.2984,0.18694593,1.48,-5.52353,5.00E-01
11744786_x_at,0.2984,0.18695347,1.48,-5.52357,5.50E-01
11716021_x_at,0.2984,0.18695484,-1.48,-5.52358,-6.13E-01
11740275_a_at,0.2984,0.18697503,1.48,-5.52367,4.67E-01
11746243_x_at,0.2984,0.18698383,1.48,-5.52372,8.40E-01
11750949_a_at,0.2984,0.186997,1.48,-5.52378,5.70E-01
11717327_at,0.2985,0.18702182,-1.48,-5.5239,-1.44
11753310_x_at,0.2985,0.18707129,-1.48,-5.52413,-1.36
11718647_at,0.2985,0.18708874,1.48,-5.52422,3.63E-01
11739458_at,0.2985,0.18709111,-1.48,-5.52423,-5.30E-01
11728444_a_at,0.2986,0.18712576,-1.48,-5.5244,-1.75
11756729_a_at,0.2986,0.18712949,-1.48,-5.52441,-1.33
11716840_at,0.2986,0.18713052,-1.48,-5.52442,-9.43E-01
11734469_a_at,0.2986,0.18714572,1.48,-5.52449,3.83E-01
11753770_a_at,0.2986,0.1871562,-1.48,-5.52454,-1.06
11750184_at,0.2986,0.18718351,1.48,-5.52467,5.50E-01
11739324_a_at,0.2986,0.187186,-1.48,-5.52468,-8.83E-01
11715731_at,0.2987,0.18720988,1.48,-5.5248,1.63
11760369_at,0.2987,0.18725459,1.48,-5.52501,4.67E-01
11754945_x_at,0.2987,0.1872765,-1.48,-5.52512,-3.93E-01
11722193_a_at,0.2987,0.18728503,-1.48,-5.52516,-1.44
11732019_a_at,0.2988,0.18729432,1.48,-5.5252,5.33E-01
11735727_at,0.2988,0.1873021,1.48,-5.52524,4.47E-01
11759648_at,0.2989,0.18736996,-1.48,-5.52556,-1.48
11718498_s_at,0.2989,0.1873752,-1.48,-5.52559,-1.62
11715877_s_at,0.2989,0.18739346,-1.48,-5.52568,-8.53E-01
11731714_x_at,0.2989,0.18739962,1.48,-5.52571,6.60E-01
11717793_a_at,0.2989,0.18742842,-1.48,-5.52584,-6.57E-01
11753021_x_at,0.2989,0.18743691,1.48,-5.52588,5.33E-01
11742987_s_at,0.299,0.1874757,-1.48,-5.52607,-1.32
11756038_x_at,0.299,0.18747813,1.48,-5.52608,4.80E-01
11733169_at,0.299,0.18748473,1.48,-5.52611,7.33E-01
11749844_x_at,0.299,0.18749591,1.48,-5.52617,4.63E-01
11746979_a_at,0.299,0.18750063,1.48,-5.52619,3.83E-01
11730353_a_at,0.299,0.1875092,1.48,-5.52623,5.10E-01
11753055_s_at,0.299,0.18752261,-1.48,-5.52629,-6.83E-01
11755232_s_at,0.2991,0.18757753,-1.48,-5.52656,-5.90E-01
11723874_at,0.2991,0.18762172,-1.47,-5.52677,-6.07E-01
11716909_a_at,0.2991,0.18764198,1.47,-5.52686,5.87E-01
11717859_a_at,0.2992,0.18767697,-1.47,-5.52703,-1.33
11719517_a_at,0.2992,0.18768754,-1.47,-5.52708,-9.33E-01
11722880_a_at,0.2992,0.18769528,-1.47,-5.52712,-8.30E-01
11734567_a_at,0.2992,0.18769722,-1.47,-5.52713,-7.83E-01
11760736_at,0.2992,0.1877157,1.47,-5.52722,4.53E-01
11720484_a_at,0.2992,0.18773199,-1.47,-5.52729,-1.42
11755000_a_at,0.2992,0.18774845,-1.47,-5.52737,-1.36
11751755_a_at,0.2993,0.18777756,-1.47,-5.52751,-5.43E-01
11730776_s_at,0.2993,0.1877883,-1.47,-5.52756,-5.63E-01
11719859_a_at,0.2993,0.18780466,1.47,-5.52764,7.90E-01
11751097_x_at,0.2993,0.18781477,-1.47,-5.52769,-5.80E-01
11764034_at,0.2993,0.18782901,-1.47,-5.52776,-3.80E-01
11742448_a_at,0.2993,0.18783678,1.47,-5.52779,3.53E-01
11758566_s_at,0.2993,0.18783995,-1.47,-5.52781,-5.83E-01
11722744_a_at,0.2994,0.18788282,1.47,-5.52801,4.33E-01
11726019_at,0.2994,0.18789272,1.47,-5.52806,4.67E-01
11722713_a_at,0.2994,0.18790037,1.47,-5.5281,9.67E-01
11716578_at,0.2994,0.18791825,-1.47,-5.52818,-4.83E-01
11728231_at,0.2995,0.18796493,-1.47,-5.5284,-4.27E-01
11749318_a_at,0.2995,0.18797615,-1.47,-5.52846,-8.37E-01
11744444_a_at,0.2995,0.18799614,-1.47,-5.52855,-3.77E-01
11761049_x_at,0.2995,0.18801787,1.47,-5.52866,6.47E-01
11727859_a_at,0.2995,0.18802143,1.47,-5.52867,4.33E-01
11763481_at,0.2995,0.18802569,1.47,-5.52869,5.50E-01
11725013_at,0.2997,0.18815622,1.47,-5.52932,4.80E-01
11730562_a_at,0.2998,0.18818801,1.47,-5.52947,3.60E-01
11757343_x_at,0.2998,0.18822743,-1.47,-5.52965,-1.5
11763850_at,0.2998,0.18822792,-1.47,-5.52966,-7.47E-01
11723111_a_at,0.2998,0.18824175,-1.47,-5.52972,-1.2
11753520_s_at,0.2999,0.18829131,-1.47,-5.52996,-1.44
11716268_at,0.2999,0.18830204,1.47,-5.53001,8.33E-01
11730234_x_at,0.2999,0.18830936,1.47,-5.53004,4.10E-01
11716178_s_at,0.2999,0.18831392,-1.47,-5.53007,-6.57E-01
11747351_a_at,0.2999,0.18832082,-1.47,-5.5301,-6.17E-01
11758594_s_at,0.3,0.18839583,-1.47,-5.53046,-6.33E-01
11748961_a_at,0.3,0.18840714,1.47,-5.53051,4.60E-01
11716697_at,0.3,0.18842133,1.47,-5.53058,5.57E-01
11727136_a_at,0.3001,0.18845518,-1.47,-5.53074,-8.63E-01
11761299_x_at,0.3001,0.18847257,-1.47,-5.53082,-8.33E-01
11749527_a_at,0.3001,0.18851572,1.47,-5.53103,1.88
11731248_a_at,0.3002,0.18857617,1.47,-5.53131,7.33E-01
11762328_a_at,0.3002,0.18858116,1.47,-5.53134,1.07
11738764_at,0.3003,0.18864687,1.47,-5.53165,3.53E-01
11760356_at,0.3004,0.18867185,-1.47,-5.53177,-8.90E-01
11731415_a_at,0.3004,0.1887298,-1.47,-5.53204,-1.75
11748503_s_at,0.3004,0.18873478,1.47,-5.53206,9.30E-01
11763126_x_at,0.3005,0.18877384,1.47,-5.53225,6.43E-01
11716954_at,0.3005,0.18877466,-1.47,-5.53225,-6.10E-01
11731493_at,0.3006,0.18886759,1.47,-5.53269,5.03E-01
11738238_at,0.3006,0.18887767,1.47,-5.53274,4.43E-01
11752958_a_at,0.3006,0.18888736,1.47,-5.53279,7.33E-01
11761227_at,0.3006,0.18890305,-1.47,-5.53286,-7.53E-01
11762467_at,0.3007,0.18893527,1.47,-5.53302,4.57E-01
11757791_s_at,0.3007,0.18893705,-1.47,-5.53302,-8.20E-01
11734038_a_at,0.3007,0.18894887,-1.47,-5.53308,-8.23E-01
11755759_a_at,0.3007,0.18898575,1.47,-5.53325,4.40E-01
11718063_a_at,0.3007,0.18898996,-1.47,-5.53327,-7.27E-01
11736564_at,0.3007,0.1890034,1.47,-5.53334,3.27E-01
11731742_a_at,0.3008,0.18902543,1.47,-5.53344,3.50E-01
11732049_at,0.3008,0.18903283,1.47,-5.53348,9.13E-01
11755447_a_at,0.3008,0.18904707,1.47,-5.53354,3.47E-01
11724228_at,0.3008,0.18905867,1.47,-5.5336,1.08
11759363_at,0.3008,0.18907136,1.47,-5.53366,6.87E-01
11743082_at,0.3009,0.18912372,1.47,-5.53391,7.67E-01
11718202_a_at,0.3009,0.18912704,1.47,-5.53392,4.43E-01
11757580_x_at,0.301,0.18918099,-1.47,-5.53418,-3.67E-01
11743661_a_at,0.301,0.18923114,-1.47,-5.53442,-6.23E-01
11744584_a_at,0.301,0.18923918,1.47,-5.53445,5.67E-01
11724318_a_at,0.301,0.18924338,-1.47,-5.53447,-1.14
11757683_a_at,0.3011,0.18928421,-1.47,-5.53467,-9.77E-01
11739811_a_at,0.3011,0.18929962,-1.47,-5.53474,-5.60E-01
11747494_a_at,0.3011,0.18930064,-1.47,-5.53474,-2.01
11723388_a_at,0.3011,0.18933776,1.47,-5.53492,6.63E-01
11719713_a_at,0.3012,0.18940352,-1.47,-5.53523,-4.67E-01
11720405_at,0.3013,0.18942412,1.47,-5.53533,1.06
11745194_a_at,0.3013,0.18947878,1.47,-5.53559,1.08
11715249_s_at,0.3014,0.189511,1.47,-5.53574,4.07E-01
11732965_a_at,0.3014,0.18954488,1.47,-5.5359,7.03E-01
11753073_a_at,0.3014,0.18954645,1.47,-5.5359,7.27E-01
11736877_a_at,0.3014,0.18955359,1.47,-5.53594,4.63E-01
11750606_a_at,0.3014,0.18957321,1.47,-5.53603,4.37E-01
11728253_a_at,0.3014,0.18958244,1.47,-5.53607,5.97E-01
11744565_s_at,0.3014,0.18959256,-1.47,-5.53612,-5.00E-01
11725622_s_at,0.3015,0.1896255,1.47,-5.53628,4.77E-01
11761981_at,0.3016,0.18969068,1.47,-5.53659,5.20E-01
11728554_at,0.3016,0.18973285,-1.47,-5.53678,-1.93
11716416_at,0.3016,0.18973425,1.47,-5.53679,8.77E-01
11728360_at,0.3016,0.189737,1.47,-5.5368,5.77E-01
11743623_x_at,0.3016,0.18974903,1.47,-5.53686,5.53E-01
11730664_at,0.3018,0.18984437,1.47,-5.53731,6.17E-01
11732425_at,0.3018,0.18986987,-1.47,-5.53743,-1.03
11730672_a_at,0.3018,0.18987333,1.47,-5.53745,8.70E-01
11759917_x_at,0.3018,0.18988337,1.47,-5.53749,8.73E-01
11737105_x_at,0.3018,0.1898887,-1.47,-5.53752,-4.43E-01
11726551_s_at,0.3018,0.18990123,1.47,-5.53758,6.43E-01
11759037_s_at,0.3018,0.18990693,1.47,-5.5376,1.28
11731840_a_at,0.3019,0.18998878,-1.47,-5.53799,-1.06
11745395_a_at,0.302,0.19001084,-1.47,-5.53809,-8.17E-01
11728967_x_at,0.302,0.1900284,1.47,-5.53818,6.10E-01
11753358_a_at,0.3021,0.19010841,1.47,-5.53855,7.63E-01
11750492_a_at,0.3021,0.19011036,1.47,-5.53856,6.03E-01
11727243_a_at,0.3021,0.19011932,1.47,-5.5386,5.07E-01
11755133_x_at,0.3021,0.19014651,-1.47,-5.53873,-7.93E-01
11722944_at,0.3021,0.19015932,1.47,-5.53879,4.90E-01
11755894_a_at,0.3021,0.19016842,-1.47,-5.53883,-1.04
11733863_a_at,0.3022,0.1901804,1.47,-5.53889,6.97E-01
11761657_at,0.3022,0.19022376,1.47,-5.53909,6.13E-01
11730297_a_at,0.3022,0.19022661,-1.47,-5.53911,-1.12
11753860_a_at,0.3022,0.19025828,1.46,-5.53926,9.77E-01
11751733_a_at,0.3022,0.19025966,-1.46,-5.53926,-8.20E-01
11764001_x_at,0.3022,0.19026141,-1.46,-5.53927,-1.17
11753991_x_at,0.3023,0.19031222,-1.46,-5.53951,-1.02
11729247_at,0.3023,0.19034031,1.46,-5.53964,7.90E-01
11748756_x_at,0.3024,0.19037059,1.46,-5.53978,5.40E-01
11749505_a_at,0.3024,0.19042346,1.46,-5.54003,5.43E-01
11723093_a_at,0.3024,0.19042485,1.46,-5.54004,5.53E-01
11761691_at,0.3024,0.19043738,1.46,-5.5401,4.63E-01
11736257_at,0.3024,0.19043859,1.46,-5.5401,6.77E-01
11735031_a_at,0.3026,0.19055799,-1.46,-5.54066,-9.47E-01
11757961_s_at,0.3026,0.19056732,1.46,-5.54071,5.97E-01
11754057_x_at,0.3026,0.19057565,1.46,-5.54075,4.43E-01
11737389_x_at,0.3026,0.19058986,1.46,-5.54081,4.90E-01
11759975_at,0.3027,0.1905975,1.46,-5.54085,6.00E-01
11744923_s_at,0.3027,0.19062286,-1.46,-5.54097,-1.03
11722997_s_at,0.3027,0.19063496,-1.46,-5.54103,-9.67E-01
11737340_at,0.3027,0.19063868,1.46,-5.54104,7.37E-01
11739761_a_at,0.3027,0.19064213,1.46,-5.54106,3.37E-01
11737652_a_at,0.3027,0.19064757,1.46,-5.54108,3.57E-01
11756855_a_at,0.3027,0.19066721,-1.46,-5.54118,-9.97E-01
11726331_a_at,0.3028,0.19072955,-1.46,-5.54147,-5.60E-01
11757057_x_at,0.303,0.19084651,1.46,-5.54202,6.63E-01
11720779_a_at,0.303,0.19087799,1.46,-5.54216,5.23E-01
11763002_s_at,0.303,0.19088896,-1.46,-5.54221,-8.77E-01
11746698_a_at,0.3031,0.19095679,-1.46,-5.54253,-6.33E-01
11730187_x_at,0.3032,0.19099439,-1.46,-5.54271,-9.57E-01
11762386_at,0.3032,0.19099793,1.46,-5.54272,5.87E-01
11733164_a_at,0.3032,0.19100145,1.46,-5.54274,3.90E-01
11756968_a_at,0.3032,0.19101089,-1.46,-5.54279,-4.33E-01
11719210_a_at,0.3032,0.19101441,-1.46,-5.5428,-7.57E-01
11734749_x_at,0.3032,0.19105212,-1.46,-5.54298,-5.30E-01
11728329_a_at,0.3032,0.19106291,1.46,-5.54303,5.33E-01
11752470_s_at,0.3032,0.19107307,1.46,-5.54308,4.83E-01
11746020_a_at,0.3032,0.19108727,-1.46,-5.54314,-8.10E-01
11751265_x_at,0.3032,0.19109165,-1.46,-5.54316,-1.34
11763834_a_at,0.3033,0.19111281,-1.46,-5.54326,-7.07E-01
11723205_a_at,0.3034,0.19118967,-1.46,-5.54362,-1
11730275_at,0.3034,0.1911982,1.46,-5.54366,3.80E-01
11759200_at,0.3034,0.19122272,1.46,-5.54378,4.90E-01
11755029_a_at,0.3035,0.19126506,1.46,-5.54397,6.87E-01
11717843_at,0.3035,0.19126778,-1.46,-5.54399,-1.06
11718723_at,0.3035,0.19129937,-1.46,-5.54413,-1.74
11726509_at,0.3035,0.19131627,1.46,-5.54421,4.20E-01
11763376_s_at,0.3035,0.19133342,-1.46,-5.54429,-8.40E-01
11747830_a_at,0.3035,0.19135092,-1.46,-5.54437,-4.30E-01
11745651_a_at,0.3036,0.19137397,1.46,-5.54448,4.57E-01
11750451_x_at,0.3037,0.19148965,1.46,-5.54502,4.07E-01
11764267_at,0.3037,0.19148965,1.46,-5.54502,4.07E-01
11734208_s_at,0.3037,0.19149656,1.46,-5.54505,5.47E-01
11759043_at,0.3038,0.1915247,-1.46,-5.54519,-8.57E-01
11721270_at,0.3038,0.19153395,1.46,-5.54523,6.93E-01
11733186_at,0.3038,0.19154614,1.46,-5.54529,5.33E-01
11721669_a_at,0.3038,0.19158817,-1.46,-5.54548,-1.39
11716823_s_at,0.3038,0.19160833,-1.46,-5.54558,-4.20E-01
11729182_a_at,0.3038,0.19161183,1.46,-5.54559,8.53E-01
11747655_a_at,0.3038,0.19161474,-1.46,-5.5456,-8.83E-01
11716944_a_at,0.3038,0.19161589,-1.46,-5.54561,-7.03E-01
11750774_x_at,0.3038,0.19162675,1.46,-5.54566,3.20E-01
11733381_a_at,0.3038,0.19162777,-1.46,-5.54567,-7.87E-01
11748991_a_at,0.3039,0.19165873,-1.46,-5.54581,-8.83E-01
11728415_s_at,0.3039,0.19167179,-1.46,-5.54587,-5.87E-01
11739851_a_at,0.3039,0.19167791,1.46,-5.5459,5.77E-01
11736191_s_at,0.3039,0.19168695,1.46,-5.54594,5.33E-01
11741557_a_at,0.3039,0.19169079,1.46,-5.54596,9.70E-01
11737468_a_at,0.3039,0.19169212,1.46,-5.54597,4.63E-01
11742841_a_at,0.3039,0.19170511,1.46,-5.54603,1.27
11746236_a_at,0.3039,0.19171741,-1.46,-5.54608,-1.41
11722162_a_at,0.3039,0.19172686,-1.46,-5.54613,-1.09
11721744_a_at,0.3039,0.19173695,1.46,-5.54617,9.00E-01
11740273_at,0.304,0.19181487,1.46,-5.54654,6.00E-01
11746623_a_at,0.3041,0.19188771,1.46,-5.54688,3.40E-01
11721433_a_at,0.3042,0.19192791,-1.46,-5.54706,-8.90E-01
11749421_a_at,0.3042,0.19193164,1.46,-5.54708,8.87E-01
11741340_a_at,0.3042,0.1919396,-1.46,-5.54712,-7.03E-01
11763311_a_at,0.3043,0.19199812,-1.46,-5.54739,-9.00E-01
11718567_at,0.3043,0.19203803,-1.46,-5.54758,-5.23E-01
11739961_a_at,0.3043,0.19204498,1.46,-5.54761,5.50E-01
11749025_a_at,0.3043,0.19205099,1.46,-5.54764,9.40E-01
11725790_at,0.3043,0.19205438,1.46,-5.54765,4.23E-01
11760464_x_at,0.3044,0.19208004,-1.46,-5.54777,-5.73E-01
11716421_at,0.3044,0.19208735,-1.46,-5.5478,-8.20E-01
11732957_a_at,0.3044,0.19211658,1.46,-5.54794,4.67E-01
11754681_s_at,0.3044,0.19214207,-1.46,-5.54806,-5.77E-01
11736661_a_at,0.3045,0.19218091,-1.46,-5.54824,-1.17
11733089_at,0.3045,0.19218939,-1.46,-5.54828,-7.43E-01
11743493_x_at,0.3045,0.19220409,-1.46,-5.54835,-6.90E-01
11737944_x_at,0.3045,0.19220906,1.46,-5.54837,1.83
11732249_a_at,0.3045,0.19221105,-1.46,-5.54838,-7.80E-01
11724473_a_at,0.3045,0.19224271,1.46,-5.54853,5.47E-01
11741155_x_at,0.3045,0.19224694,-1.46,-5.54855,-1.59
11747753_a_at,0.3045,0.1922578,-1.46,-5.5486,-5.80E-01
11715570_x_at,0.3045,0.1922612,1.46,-5.54861,1.7
11716719_s_at,0.3046,0.19230205,-1.46,-5.5488,-1.24
11728459_x_at,0.3046,0.19230724,1.46,-5.54883,3.80E-01
11724607_a_at,0.3046,0.19232424,1.46,-5.5489,4.10E-01
11715945_a_at,0.3046,0.19235944,1.46,-5.54907,5.37E-01
11758310_s_at,0.3047,0.19236886,-1.46,-5.54911,-9.47E-01
11749960_a_at,0.3047,0.19237992,-1.46,-5.54916,-4.70E-01
11760283_x_at,0.3047,0.19238181,-1.46,-5.54917,-6.30E-01
11745320_x_at,0.3047,0.19241829,1.46,-5.54934,4.20E-01
11756043_a_at,0.3047,0.19245277,-1.46,-5.5495,-7.63E-01
11733139_a_at,0.3048,0.19246359,1.46,-5.54955,6.07E-01
11728555_s_at,0.3048,0.19247298,1.46,-5.54959,4.90E-01
11743506_a_at,0.3048,0.19248413,1.46,-5.54965,4.57E-01
11736990_at,0.3049,0.19254441,1.46,-5.54993,3.80E-01
11762046_at,0.3049,0.19255575,1.46,-5.54998,1.25
11749964_a_at,0.3049,0.19255768,-1.46,-5.54999,-9.87E-01
11725140_x_at,0.3049,0.19257069,1.46,-5.55005,5.33E-01
11717407_a_at,0.3049,0.19262476,-1.46,-5.5503,-8.47E-01
11758093_s_at,0.3049,0.19263601,1.46,-5.55035,3.37E-01
11763316_at,0.3049,0.19264566,1.46,-5.55039,3.53E-01
11746820_a_at,0.3049,0.19264818,-1.46,-5.55041,-1.32
11721768_x_at,0.305,0.19269734,1.46,-5.55063,3.47E-01
11725563_at,0.305,0.19270305,1.46,-5.55066,4.17E-01
11749325_a_at,0.305,0.19270806,1.46,-5.55068,4.97E-01
11740744_x_at,0.305,0.19273081,1.46,-5.55079,1.73
11743882_a_at,0.305,0.19273491,-1.46,-5.55081,-6.00E-01
11725307_s_at,0.3051,0.19276663,-1.46,-5.55095,-8.93E-01
11762831_a_at,0.3051,0.19279994,1.46,-5.55111,7.97E-01
11740652_x_at,0.3051,0.19281493,-1.46,-5.55118,-9.97E-01
11734800_at,0.3052,0.19285266,1.46,-5.55135,4.33E-01
11745833_s_at,0.3052,0.19286042,1.46,-5.55139,1.03
11739632_at,0.3052,0.19288953,1.45,-5.55152,6.20E-01
11715161_s_at,0.3052,0.19289674,1.45,-5.55156,1.49
11749862_a_at,0.3052,0.19290541,-1.45,-5.5516,-6.57E-01
11742984_a_at,0.3052,0.19290573,1.45,-5.5516,4.00E-01
11715160_x_at,0.3052,0.19290771,1.45,-5.55161,5.03E-01
11726882_at,0.3052,0.19292132,1.45,-5.55167,1.11
11760786_at,0.3052,0.19293237,1.45,-5.55172,4.27E-01
11751927_x_at,0.3053,0.19301291,-1.45,-5.55209,-1.86
11750632_a_at,0.3053,0.19301667,1.45,-5.55211,1.1
11747209_s_at,0.3053,0.19301807,-1.45,-5.55212,-7.23E-01
11731647_a_at,0.3053,0.19302694,1.45,-5.55216,8.00E-01
11759015_at,0.3054,0.19304164,1.45,-5.55223,8.83E-01
11751553_a_at,0.3054,0.19305468,1.45,-5.55229,4.97E-01
11722587_at,0.3054,0.19307445,-1.45,-5.55238,-6.67E-01
11723133_at,0.3054,0.19310894,1.45,-5.55254,1.03
11741814_x_at,0.3055,0.19316841,-1.45,-5.55281,-6.97E-01
11763742_a_at,0.3055,0.1931686,1.45,-5.55281,3.60E-01
11755091_a_at,0.3056,0.19320707,1.45,-5.55299,1.32
11737843_x_at,0.3056,0.19325338,-1.45,-5.5532,-6.73E-01
11731169_at,0.3056,0.19325493,1.45,-5.55321,3.80E-01
11737675_a_at,0.3056,0.19327611,1.45,-5.55331,3.57E-01
11743548_a_at,0.3057,0.19330739,1.45,-5.55345,6.47E-01
11750913_a_at,0.3057,0.19331029,1.45,-5.55347,4.80E-01
11762913_a_at,0.3057,0.19331573,-1.45,-5.55349,-1.07
11716531_at,0.3057,0.1933285,1.45,-5.55355,5.43E-01
11740960_at,0.3058,0.19339605,1.45,-5.55386,9.90E-01
11730157_at,0.3058,0.1934077,1.45,-5.55392,8.47E-01
11736001_s_at,0.3058,0.19342046,1.45,-5.55397,1.5
11760364_at,0.3059,0.19346926,1.45,-5.5542,2.01
11739192_a_at,0.3059,0.19347908,1.45,-5.55425,4.03E-01
11737339_at,0.3059,0.19349106,1.45,-5.5543,4.67E-01
11728594_a_at,0.306,0.19357527,1.45,-5.55469,5.00E-01
11744428_x_at,0.3061,0.19366546,-1.45,-5.5551,-7.30E-01
11761324_at,0.3062,0.19371619,1.45,-5.55534,8.00E-01
11760028_at,0.3062,0.19372962,1.45,-5.5554,3.83E-01
11744242_a_at,0.3062,0.19373261,1.45,-5.55541,4.47E-01
11750468_a_at,0.3062,0.19374452,-1.45,-5.55547,-8.20E-01
11739872_a_at,0.3063,0.19378119,-1.45,-5.55564,-7.17E-01
11738434_s_at,0.3063,0.19378518,1.45,-5.55565,4.83E-01
11720974_at,0.3063,0.19378717,-1.45,-5.55566,-7.63E-01
11726843_a_at,0.3063,0.19381286,1.45,-5.55578,5.77E-01
11733718_x_at,0.3063,0.19382623,1.45,-5.55584,5.93E-01
11733338_x_at,0.3063,0.19383509,1.45,-5.55588,6.40E-01
11754367_x_at,0.3063,0.19385006,1.45,-5.55595,4.60E-01
11743931_x_at,0.3064,0.19387959,-1.45,-5.55609,-4.77E-01
11763667_a_at,0.3064,0.1939075,1.45,-5.55622,1.19
11746632_a_at,0.3065,0.19395201,-1.45,-5.55642,-5.60E-01
11748775_a_at,0.3065,0.19396999,1.45,-5.5565,1.03
11734313_at,0.3065,0.19399196,1.45,-5.55661,4.83E-01
