prob_id,control_1,control_2,control_3,case_1,case_2,case_3,logFC,p_value,t,FDR
11728445_a_at,8.62,7.28,7.16,5.44,6.61,5.63,-1.793333333333333,0.03879562259545564,3.029603947593975,0.04208636286873205
11728317_a_at,6.37,8.35,6.8,4.95,5.35,5.54,-1.8933333333333326,0.038976195572688596,3.024873252924224,0.048602753995193614
11729953_a_at,8.33,7.12,8.54,6.08,6.94,5.57,-1.7999999999999998,0.039224540809985706,3.0184088070623027,0.04290736993786236
11728410_a_at,8.05,7.59,8.79,5.76,6.89,7.0,-1.5933333333333328,0.039342007908329875,3.01536780412443,0.030095984316527047
11726714_a_at,7.9,6.71,6.3,4.48,5.4,5.64,-1.7966666666666669,0.03937319819219019,3.01456213202205,0.027680425790201295
11720181_a_at,8.04,9.3,9.25,7.04,6.81,7.92,-1.6066666666666665,0.03938007574242768,3.014384579477414,0.01981187229892275
11717732_s_at,10.18,9.27,8.59,7.45,8.29,7.3,-1.666666666666666,0.039636351038834096,3.0077942704427514,0.003466016343981906
11718196_x_at,10.37,10.99,9.7,8.13,8.33,5.38,-3.0733333333333333,0.039665787525014845,3.007040484147374,0.0037117539564851944
11723116_a_at,6.08,8.25,6.24,5.12,3.83,2.69,-2.976666666666667,0.039682425907037355,3.006614711166367,0.010776259973491081
11724242_s_at,10.11,9.29,11.61,8.54,7.16,5.69,-3.206666666666666,0.03973284965003811,3.005325652326065,0.014905599364620463
11721387_at,8.26,7.3,6.63,6.21,4.9,5.62,-1.8199999999999985,0.03981001459326421,3.0033566697830603,0.0070592219453967766
11726371_a_at,8.9,8.9,9.37,6.45,7.95,5.02,-2.583333333333333,0.0398285783666266,3.0028836529251413,0.02603726250397095
11718975_at,8.8,7.77,7.4,6.98,5.82,5.27,-1.966666666666666,0.03989954089934315,3.0010778572546224,0.0059387392529811804
11716175_x_at,9.79,10.24,9.78,9.0,7.58,6.45,-2.2600000000000016,0.03991189518856389,3.000763859658068,0.0015071517456412085
11720152_a_at,9.32,8.02,7.59,6.98,6.52,5.76,-1.8900000000000015,0.03995189192140596,2.999748079102719,0.009011160381272566
11721117_at,9.59,9.24,9.31,8.5,8.19,6.88,-1.5233333333333352,0.03995865889978815,2.9995763386301832,0.008319869238113571
11722004_s_at,8.98,8.39,9.73,6.57,5.8,7.99,-2.246666666666667,0.04003900684526546,2.9975397694590327,0.032194546088614516
11724724_a_at,9.82,9.64,9.8,5.2,7.73,8.11,-2.740000000000001,0.04016476928621301,2.9943616649979345,0.021085515746900933
11723936_a_at,6.3,4.08,5.92,3.38,3.18,3.52,-2.073333333333333,0.040190697778461404,2.9937078814022176,0.01475454128292449
11728153_x_at,11.98,11.36,10.87,10.33,8.82,10.02,-1.6800000000000015,0.04023519295777218,2.9925870902274943,0.0256674976401159
11716904_s_at,8.07,8.14,7.66,7.3,5.67,5.38,-1.8400000000000007,0.040462517085729316,2.9868835475620292,0.0018711976881972637
11719839_a_at,6.87,7.75,7.21,6.55,4.76,5.05,-1.8233333333333341,0.0405710344209965,2.984174056659648,0.006675578613992998
11726701_x_at,8.37,8.09,7.85,5.82,7.41,5.36,-1.9066666666666672,0.04057528708576519,2.984068047567152,0.023115076369119334
11726421_a_at,9.8,9.28,9.01,7.77,7.06,8.65,-1.5366666666666662,0.04058466211981505,2.983834395545751,0.02394380658610104
11728204_s_at,10.19,9.4,9.53,9.03,7.51,7.42,-1.719999999999998,0.04064588026926989,2.9823102183332955,0.033457014877497776
11721239_x_at,8.13,6.69,6.46,5.82,5.07,5.32,-1.6900000000000004,0.040752039639492005,2.9796734708379864,0.02429710652736491
11715884_a_at,8.41,8.93,8.94,5.42,7.92,6.05,-2.296666666666666,0.04076003825815459,2.979475129494042,0.015916510852715865
11717866_s_at,7.66,7.97,8.75,5.45,6.3,7.22,-1.8033333333333337,0.04076422905954028,2.9793712285693914,0.017587327566921593
11716094_a_at,9.09,10.35,10.68,8.48,8.08,6.39,-2.389999999999998,0.04089838157199238,2.9760518195252357,0.0009217139622061396
11717001_s_at,7.07,7.71,8.48,4.23,6.57,3.58,-2.96,0.0409743529190795,2.974177658953154,0.0011721750945306497
11723589_at,5.34,7.79,4.76,2.99,3.51,2.97,-2.806666666666667,0.041172770640650815,2.9693019258239084,0.011945523150365702
11723109_a_at,9.22,9.87,10.41,7.55,8.27,5.39,-2.7633333333333336,0.041247271118017875,2.967478306829822,0.04683512095867654
11723213_a_at,8.07,8.15,8.02,7.16,4.34,5.42,-2.4399999999999995,0.041260130801879145,2.967163917682739,0.026184408325753777
11717558_s_at,10.94,11.56,11.16,10.61,9.04,8.95,-1.6866666666666656,0.041313194945667334,2.9658678336591064,0.0022424588592039807
11717544_a_at,10.05,9.7,9.46,7.28,9.0,8.25,-1.5599999999999987,0.0414368039830965,2.9628562290580565,0.0017305186420433474
11725242_at,9.29,7.31,9.65,5.54,7.12,4.99,-2.866666666666667,0.04147719707022168,2.9618743686759115,0.03424514043340815
11718086_s_at,10.22,9.96,9.58,6.01,8.73,7.76,-2.42,0.04151332942691133,2.9609970226988667,0.003400437188332593
11725326_a_at,7.63,7.31,6.85,5.51,6.58,4.9,-1.5999999999999988,0.04158330304358038,2.959300495815103,0.045654110312477694
11715724_s_at,8.93,8.86,10.6,7.04,7.79,7.94,-1.873333333333333,0.041610895036263966,2.95863243800585,0.0003415198651595613
11717335_at,8.36,6.31,6.91,4.05,5.39,5.42,-2.2399999999999993,0.04173303817899211,2.955681308989439,0.013650205842921323
11720186_s_at,4.89,5.8,4.02,3.78,2.62,2.56,-1.9166666666666665,0.041909487563921086,2.9514358406164267,0.009135231677741149
11716986_a_at,8.75,9.79,8.68,6.27,6.74,8.19,-2.006666666666666,0.04196689867872154,2.9500589970485254,0.001271352862191866
11724783_a_at,10.06,9.67,9.9,9.24,7.31,7.98,-1.6999999999999993,0.04211776599812715,2.9464513289568983,0.0146214434856886
11726042_a_at,8.51,8.92,8.77,7.24,7.42,5.22,-2.1066666666666665,0.042180519731190115,2.944955148969684,0.04904934027616655
11725340_a_at,8.69,8.67,7.42,6.89,7.11,5.98,-1.5999999999999996,0.042366873109099125,2.9405273665492224,0.019726124297963128
11717542_a_at,9.44,9.63,9.77,8.78,6.06,6.76,-2.413333333333333,0.04241344009671608,2.9394244781160834,0.001753457559292
11716727_x_at,9.19,9.93,8.47,7.4,8.27,7.15,-1.589999999999999,0.04246834934124293,2.9381258268555546,0.003978385581331487
11717547_a_at,8.82,8.41,6.29,5.93,5.0,3.79,-2.9333333333333336,0.04257464169821706,2.935617479998302,0.0026792795034361726
11722823_a_at,8.68,8.55,8.96,5.03,6.22,7.8,-2.38,0.04266750563224099,2.9334319991262925,0.02915049406440767
11716100_a_at,10.7,9.93,10.01,5.69,9.05,7.05,-2.9499999999999984,0.042704180292933894,2.9325704178130905,0.0009711491710811085
11716093_a_at,8.91,10.51,11.1,6.32,7.93,8.35,-2.6399999999999997,0.042729921550400035,2.9319662055523503,0.0008229190465168778
11723679_s_at,5.65,4.68,7.58,3.72,3.1,3.43,-2.5533333333333332,0.04273924987395327,2.931747351101178,0.01877891709416846
11716616_a_at,10.49,9.81,9.83,5.45,7.65,8.6,-2.8100000000000005,0.04284257992920925,2.9293268170184086,0.003094828174825931
11715681_s_at,5.57,7.86,8.11,3.28,5.37,3.97,-2.9733333333333327,0.04290173523437558,2.9279441521572713,0.00038597257133601224
11717990_a_at,9.71,10.31,9.71,8.45,9.13,7.4,-1.5833333333333357,0.043069621559125706,2.924032147592021,0.0075237965792034995
11722711_a_at,6.26,6.36,7.77,3.76,5.72,3.76,-2.3833333333333337,0.04308471504260905,2.9236813184271133,0.017761963776184518
11715671_x_at,11.03,11.17,12.23,7.92,9.99,9.82,-2.2333333333333325,0.0431077786856768,2.9231455096686028,0.0006039794743957034
11718877_a_at,10.01,9.19,9.27,4.45,8.28,5.38,-3.453333333333334,0.04322935603126026,2.9203265714660174,0.01125662901987171
11715504_a_at,10.44,10.59,10.71,8.55,10.08,8.45,-1.5533333333333328,0.043539250670211124,2.913182857263885,0.000497628434534498
11715470_x_at,9.92,10.43,9.47,9.11,8.39,7.43,-1.629999999999999,0.0436672138512549,2.9102503159519184,0.012994521515050992
11728952_a_at,7.47,8.43,6.48,5.68,5.47,6.08,-1.7166666666666677,0.04384376947931186,2.9062205837910624,0.03382444844024984
11717188_s_at,9.61,10.44,11.33,9.34,7.73,8.36,-1.9833333333333325,0.043886849475152555,2.9052401898548172,0.03010453843227248
11719591_s_at,8.87,9.1,8.22,6.57,7.84,5.53,-2.0833333333333313,0.04405487089812564,2.9014271289331526,0.00453019624443989
11717447_s_at,8.06,8.55,8.6,7.31,6.83,5.13,-1.9800000000000013,0.04424129181079275,2.8972162945908018,0.0015981249364909465
11727091_a_at,7.03,6.8,5.94,4.93,5.79,4.28,-1.5899999999999999,0.044258862131010254,2.896820486529924,0.02958971190183357
11717747_s_at,10.01,9.25,9.67,5.14,6.98,8.4,-2.803333333333332,0.04442011617570736,2.8931964312591,0.0030975697945296687
11720124_at,8.7,6.81,6.82,4.7,4.24,6.1,-2.429999999999999,0.04462326460319638,2.888652588102136,0.006865467950092367
11717013_a_at,10.68,10.53,9.95,9.43,9.01,7.63,-1.6966666666666672,0.04465285924260829,2.887992652577753,0.007156387008005353
11720655_s_at,8.59,7.49,9.14,6.11,7.23,5.1,-2.2600000000000007,0.044790793034941136,2.884923550702017,0.012949009727976656
11716003_a_at,9.5,9.29,9.05,4.91,6.93,8.03,-2.656666666666667,0.04506601056664554,2.8788325675839754,0.001831502460670555
11716594_a_at,7.9,9.45,9.52,5.08,7.49,6.68,-2.54,0.04526997809812975,2.874346328896455,0.0033117974172601834
11719920_at,6.83,7.95,7.65,5.23,5.45,6.75,-1.666666666666667,0.04541830384299946,2.8710986741907925,0.012740713057008874
11718039_at,10.09,10.24,10.12,8.55,8.65,6.12,-2.3766666666666643,0.045521360558617704,2.8688494629885986,0.004709407572548535
11716847_a_at,8.3,8.95,8.69,6.57,6.16,8.04,-1.7233333333333336,0.045626290335550275,2.866565452138159,0.001827452680800081
11726966_a_at,11.06,11.17,9.92,7.49,9.78,7.55,-2.4433333333333334,0.04571512262906544,2.864636608091313,0.04501072559839268
11723061_s_at,9.24,9.12,9.37,8.48,7.43,6.25,-1.8566666666666656,0.04571700657945505,2.864595748507956,0.027208004745574714
11721611_a_at,6.59,6.72,7.26,6.25,4.48,4.5,-1.7799999999999994,0.045747260554865436,2.8639398609877107,0.009551539130845305
11715398_a_at,11.74,11.46,11.49,11.07,9.38,9.47,-1.5899999999999999,0.045961322132816014,2.8593135073617315,0.00021373948801518787
11723349_x_at,5.06,7.49,6.45,3.35,4.82,3.69,-2.38,0.04596639832077094,2.859204103900486,0.01639441495570033
11727364_s_at,10.14,9.69,9.27,7.95,8.89,6.91,-1.7833333333333323,0.04614638496671661,2.8553340371331744,0.03846627015057466
11720751_a_at,6.39,8.26,7.36,5.48,6.12,5.37,-1.6799999999999988,0.04615408096704355,2.855168949541097,0.007312115620091628
11724997_a_at,7.37,4.66,7.62,3.44,3.79,4.13,-2.763333333333334,0.04623977666115833,2.8533328435976637,0.03158164679299039
11724873_x_at,9.15,9.2,9.63,6.71,8.69,7.48,-1.700000000000002,0.0462994608608483,2.8520563930700877,0.01972448864611873
11725518_at,6.9,7.81,8.23,4.93,6.17,6.52,-1.7733333333333352,0.046325897827041274,2.8514916038474047,0.017009205226858292
11715477_at,8.26,8.41,9.94,7.32,3.96,2.73,-4.199999999999998,0.046335939380021174,2.851277178158294,0.00028833666203842943
11727879_s_at,9.89,9.5,8.56,8.26,7.52,6.36,-1.9366666666666683,0.04636402778604248,2.8506776697433986,0.032503321968789224
11728739_a_at,8.8,9.51,9.16,6.23,8.46,6.8,-1.993333333333334,0.04642867803543729,2.8492994021657303,0.045992448561429956
11717444_at,9.45,8.47,7.08,6.08,6.74,5.94,-2.08,0.04651440818946669,2.847475173136512,0.008065147408684883
11719779_x_at,6.14,7.51,7.21,6.05,5.26,4.75,-1.6000000000000005,0.0465474655037272,2.8467727993443535,0.006442601186215517
11715425_x_at,11.29,9.32,9.3,6.88,8.6,7.23,-2.4000000000000004,0.04657732645970025,2.8461388373799714,0.00047301171937927323
11721821_a_at,7.98,7.98,8.31,5.7,7.49,6.57,-1.5033333333333347,0.04662095072387438,2.845213522821821,0.007817092778456793
11717694_a_at,9.22,9.15,8.72,6.51,8.09,5.17,-2.4400000000000013,0.046723353458383535,2.8430454062449324,0.007303930533426205
11719173_s_at,8.93,9.59,8.73,8.41,6.52,6.53,-1.9300000000000006,0.046940123141389824,2.838474026261312,0.04740227159920317
11721138_x_at,9.45,9.62,8.8,8.35,6.68,5.5,-2.446666666666667,0.04721207225943782,2.8327735587812564,0.017252059073763173
11719715_a_at,8.83,8.84,9.27,7.35,7.03,4.33,-2.743333333333333,0.04725262834713254,2.8319267110635256,0.00581492630083627
11721917_a_at,9.03,7.26,8.78,7.07,6.24,6.64,-1.7066666666666679,0.04727532946382103,2.831453059782392,0.01074246558416453
11725521_x_at,8.99,10.8,8.55,5.83,7.91,6.84,-2.586666666666668,0.04728147260499507,2.831324930601004,0.04767471094788002
11721937_a_at,7.12,6.24,8.0,4.07,5.93,5.08,-2.0933333333333337,0.047344751338110384,2.830006233233656,0.03568352399939087
11716174_s_at,9.39,9.66,9.44,8.44,7.94,6.14,-1.990000000000001,0.04737159514173502,2.8294474400668763,0.0010124730904736657
11716284_s_at,8.88,7.88,6.85,4.73,5.95,6.4,-2.1766666666666676,0.047429431938039224,2.8282447312641574,0.0014692052666339791
11717367_at,9.42,8.75,9.72,5.67,6.44,8.42,-2.453333333333333,0.04748698201785197,2.8270496744144786,0.0015322946408933018
11715717_s_at,9.15,8.98,8.59,8.28,6.13,6.6,-1.903333333333335,0.04749892169143937,2.8268019516858995,0.0011067638469018056
11716336_a_at,10.28,9.75,8.19,6.77,8.05,7.2,-2.0666666666666664,0.047550953258762164,2.82572325148453,0.0013825154074145873
11726997_a_at,10.36,9.93,9.25,4.97,7.66,8.13,-2.9266666666666667,0.04759686860277827,2.8247724886929415,0.033617745093288263
11717084_a_at,9.71,9.34,8.49,5.23,7.74,7.32,-2.416666666666667,0.047688831025798066,2.8228714343976797,0.001644256726250331
11724900_a_at,8.86,8.28,8.77,7.19,7.76,5.8,-1.7199999999999998,0.0476946952205241,2.822750353731703,0.016603190178234604
11725399_s_at,8.78,8.45,7.67,6.13,6.69,7.57,-1.503333333333332,0.04776836712953101,2.8212306879098374,0.017455835607149802
11719337_a_at,9.04,8.88,8.99,5.97,8.33,6.04,-2.1900000000000004,0.047846953332719856,2.819612649536225,0.011920781887994196
11724022_a_at,6.22,4.56,4.6,3.03,3.45,3.86,-1.6799999999999993,0.04811339100370258,2.8141497499736374,0.01657397793099128
11719083_x_at,8.87,9.76,9.47,5.53,8.41,6.8,-2.453333333333333,0.048392485972563556,2.8084648623022397,0.003370177678348369
11719331_s_at,7.68,7.31,7.82,7.0,5.06,5.83,-1.6399999999999988,0.0484383104659776,2.8075350999898485,0.01955650506189716
11716064_a_at,8.66,8.39,7.24,4.97,7.17,5.41,-2.2466666666666653,0.0485371048055721,2.8055340664925117,0.0005371425372958993
11726203_a_at,6.53,5.72,5.15,4.87,2.63,3.44,-2.1533333333333333,0.04853802771634851,2.805515395650501,0.024439893494901502
11716228_x_at,7.01,6.4,6.77,6.17,4.57,4.27,-1.7233333333333336,0.048893314275760325,2.798358249870469,0.0006824074760425822
11715510_s_at,8.5,7.54,9.44,6.88,5.99,3.9,-2.9033333333333324,0.049181390629051046,2.792599180527282,0.0004200742907223334
11716359_a_at,8.89,8.19,8.58,7.85,5.63,5.32,-2.286666666666666,0.04973271671874329,2.781685640186921,0.0020438109124325966
11725037_a_at,7.64,7.85,8.29,3.81,6.85,5.6,-2.506666666666667,0.04998287173771575,2.7767799588892355,0.024740020020055493
11721891_at,4.65,4.39,4.47,7.48,7.67,7.47,3.036666666666667,7.208432978342842e-06,-30.149699520244074,0.00778588580626846
11726787_s_at,4.94,4.79,4.94,6.49,6.68,6.61,1.7033333333333331,2.1894213090462045e-05,-22.807046160817787,0.025247974479718483
11720447_s_at,5.19,5.12,5.1,7.05,6.89,7.22,1.916666666666667,4.213883973210654e-05,-19.33934282739397,0.00835953829483877
11715853_a_at,7.67,7.67,7.69,9.19,9.37,9.02,1.5166666666666666,0.00011580030812137165,-14.976507424893422,0.0007965562084890765
11724670_a_at,4.75,4.85,4.71,6.4,6.72,6.32,1.7100000000000009,0.00018773249515636036,-13.245603044029394,0.021230808180773875
11718620_a_at,4.42,4.17,4.07,5.67,5.76,5.85,1.540000000000001,0.00018816299277531987,-13.23787669191496,0.004801990124878796
11724183_a_at,6.63,6.34,6.43,7.82,8.05,8.06,1.5100000000000007,0.00020195691813228473,-13.001362240121097,0.012909358723660247
11722165_a_at,4.43,3.99,4.18,5.78,5.84,5.9,1.6400000000000006,0.00024154574041910655,-12.420916177956006,0.009724894309555376
11726874_a_at,4.56,4.36,4.41,5.98,6.25,5.85,1.583333333333333,0.00027890314097467003,-11.972676431787487,0.039947344110010635
11725257_at,4.64,4.32,4.36,6.1,5.83,6.15,1.586666666666666,0.00035981587732319633,-11.216312385105306,0.041265621933353855
11715168_s_at,8.04,8.08,8.07,9.73,9.3,9.66,1.5000000000000018,0.0003599790352418737,-11.215007691282624,4.0829735086672743e-05
11716033_at,5.12,5.12,5.32,6.69,6.65,7.09,1.623333333333333,0.00047560386040751304,-10.439976370550234,0.000696324738142103
11731064_a_at,5.2,5.43,5.07,7.34,6.79,7.12,1.8499999999999996,0.0006406059312759416,-9.6671705732962,0.04776967503529709
11723967_a_at,6.91,6.63,7.08,8.21,8.6,8.46,1.5500000000000016,0.0008747947638383128,-8.915967995350698,0.0140580396009419
11723326_at,6.04,5.96,5.9,7.76,8.67,8.38,2.3033333333333355,0.0010573571081643482,-8.485716795533952,0.012711281189872877
11720088_x_at,5.14,5.53,5.43,6.78,7.11,7.37,1.7199999999999998,0.0011444254772482489,-8.311776303795616,0.00711585348012464
11726388_at,3.96,4.14,4.33,5.75,5.41,5.94,1.5566666666666666,0.0011675060987025763,-8.268401156224265,0.02864888578655123
11717295_s_at,4.22,3.71,4.0,9.69,7.82,9.48,5.02,0.0011857848261272327,-8.234796649559394,0.0014435423230128163
11722232_a_at,3.16,3.27,3.2,4.89,4.48,5.17,1.6366666666666672,0.0012834805629264405,-8.06545336893168,0.037442938050088484
11722890_a_at,7.09,6.71,6.93,8.62,8.33,8.98,1.7333333333333325,0.0013526384567212758,-7.95493979649912,0.02883591536968344
11727663_a_at,4.93,4.41,4.48,5.95,6.33,6.23,1.5633333333333344,0.0014101732222104816,-7.868197252516196,0.0345821227147367
11717410_a_at,6.3,6.1,6.05,7.84,7.29,7.84,1.5066666666666668,0.0016193785912389023,-7.5861994790020715,0.003830509205355321
11723000_at,4.7,4.53,4.62,5.98,5.89,6.51,1.5100000000000007,0.001635109718814263,-7.566833911645521,0.013106191482107586
11719841_s_at,6.3,6.37,6.24,7.65,8.4,7.88,1.673333333333333,0.0017453876083732642,-7.437241079371793,0.005889141674122214
11729870_x_at,5.91,5.35,5.39,7.34,7.11,6.94,1.58,0.0018067281525768046,-7.369458562668564,0.04677011592061261
11723831_at,4.41,4.87,4.47,5.84,6.39,6.16,1.5466666666666669,0.001982786165156794,-7.189695173418321,0.012047484233040532
11715146_x_at,7.27,7.16,7.15,8.55,8.57,9.23,1.5900000000000007,0.002175836081918044,-7.013947494774931,5.658556727637992e-05
11715337_s_at,6.87,6.55,6.68,8.15,8.33,8.93,1.7700000000000005,0.002211220614565976,-6.983819983877233,0.00027117978547547007
11719041_at,6.31,5.73,5.97,8.16,7.51,7.67,1.7766666666666673,0.00232944403509185,-6.887316681671829,0.006183988837088039
11719432_at,5.06,5.25,5.47,6.56,7.04,7.31,1.7100000000000009,0.002364118868224008,-6.8601527154262385,0.021110047103582188
11719860_a_at,7.2,7.57,7.46,9.04,9.33,8.61,1.5833333333333321,0.0025761013099653684,-6.704119563634427,0.0054375031347287045
11724035_at,5.16,4.83,4.79,6.86,6.34,6.21,1.543333333333333,0.0025926673229413745,-6.692596529566358,0.018764569838412026
11724009_a_at,5.7,5.31,5.18,7.14,7.04,6.59,1.5266666666666673,0.0026849475289973455,-6.630026442531525,0.017428044973855677
11715303_s_at,6.94,6.83,7.11,8.37,8.93,8.21,1.5433333333333321,0.0026933925490480346,-6.624432924108932,0.00031465183129346266
11715241_s_at,9.52,9.82,10.1,11.27,11.37,11.92,1.7066666666666688,0.002885176598912365,-6.5029309534734345,0.00010949807740710604
11718689_at,5.4,5.01,4.95,6.79,6.28,6.91,1.54,0.00299272957926639,-6.439063477054599,0.008268137108736785
11719673_a_at,5.5,5.18,5.66,7.52,6.72,7.45,1.7833333333333332,0.0036442750968019343,-6.104426928167651,0.004323358656645935
11723514_a_at,3.87,3.64,3.48,5.57,4.83,5.6,1.6699999999999995,0.0037686804525730744,-6.048889737414097,0.014751944775725879
11719655_at,5.74,5.6,5.7,7.14,8.12,7.31,1.8433333333333328,0.0037894446040705404,-6.039839502762799,0.013064998214363339
11725935_at,6.01,5.85,6.09,7.35,7.39,8.17,1.6533333333333324,0.003909878097092342,-5.9885215763620545,0.03217516016988798
11719914_a_at,5.53,5.45,5.51,7.02,6.74,7.67,1.6466666666666665,0.0039904363592541195,-5.955266074030462,0.019874325966091014
11727104_a_at,5.83,5.18,4.94,7.1,6.81,7.16,1.706666666666667,0.00401062948631308,-5.947059117115929,0.03569952269571455
11717465_s_at,3.43,3.04,3.63,5.17,4.53,5.03,1.543333333333333,0.004054091799962118,-5.929565810163854,0.0020873416159040716
11715451_a_at,6.47,6.69,6.0,8.48,7.75,8.05,1.706666666666667,0.004367333194860161,-5.809934922728075,0.0002412582702802001
11721033_a_at,6.48,6.05,6.34,7.72,7.44,8.23,1.5066666666666668,0.004638258858524414,-5.714655632893161,0.00960053979791243
11728092_at,5.09,4.36,4.87,6.01,6.31,6.54,1.5133333333333328,0.004657659196265273,-5.70809587519271,0.032360335152443485
11715436_at,4.98,4.76,5.16,9.32,7.3,8.79,3.503333333333334,0.004709992479190411,-5.690566335613443,0.00020401484965491603
11720564_a_at,7.07,6.59,6.48,8.77,8.04,8.93,1.8666666666666663,0.00472923495129782,-5.6841808024563525,0.01575742475746033
11718037_x_at,7.38,7.27,8.15,9.08,9.3,9.37,1.6500000000000012,0.004729703388547569,-5.68402575066099,0.003591333131724414
11718748_at,8.14,7.92,8.25,9.25,9.56,10.12,1.5399999999999991,0.004825609420915884,-5.65267145788418,0.005941756808599276
11721245_s_at,6.77,7.58,6.63,12.23,9.96,12.16,4.456666666666668,0.00513219811467464,-5.557342279682374,0.014074660944829849
11729591_x_at,5.85,5.44,5.18,7.01,7.44,6.73,1.5700000000000003,0.005232005502351322,-5.527803503223315,0.039826850436289314
11724126_a_at,4.89,4.36,4.48,6.87,6.26,5.91,1.7699999999999996,0.0054077526527692675,-5.477429553904145,0.026306692643338157
11720743_x_at,3.37,3.6,4.47,5.71,5.62,5.61,1.8333333333333335,0.00551201307524587,-5.448482966290239,0.010537469202546236
11719892_at,5.4,6.56,5.69,7.87,7.65,7.73,1.8666666666666663,0.006225354778686916,-5.2668717547036765,0.005955786621704263
11720087_a_at,5.84,5.78,5.02,6.92,7.66,7.49,1.8099999999999996,0.006378986155946646,-5.2310779323296925,0.008307902460573743
11715324_s_at,4.19,3.93,3.92,5.82,5.57,6.87,2.0733333333333333,0.0070691741188943155,-5.082337148199539,0.000343219539779069
11725881_a_at,5.18,4.63,5.0,7.21,6.38,6.26,1.6800000000000006,0.007789042529839708,-4.944980302152806,0.024837207762783798
11715258_s_at,7.54,7.94,8.62,9.71,10.04,10.7,2.116666666666667,0.00785337967068001,-4.933462020130937,0.00010438970574319593
11722783_at,3.79,3.84,4.02,6.12,5.47,7.11,2.3500000000000005,0.008180716196761962,-4.8765869702558255,0.012385469190752708
11719124_at,4.14,3.81,3.6,4.99,6.08,5.58,1.7000000000000002,0.008467590279942361,-4.828973876881517,0.004151218639012163
11720234_at,7.95,6.87,6.77,9.24,9.92,9.05,2.206666666666668,0.008727930286055717,-4.787432775276754,0.005127469684808715
11715242_s_at,3.86,3.86,3.33,6.81,5.38,5.64,2.259999999999999,0.00884978645501248,-4.7685032109637815,0.00010216095207187016
11725435_a_at,5.97,5.7,5.93,7.12,8.35,7.47,1.7799999999999985,0.009029891656742723,-4.741097684301484,0.018109466275590198
11724978_a_at,6.83,7.25,6.33,8.03,8.77,8.46,1.6166666666666663,0.009093759507556313,-4.731538437097014,0.04561801643375202
11715542_s_at,6.38,6.0,6.16,7.16,7.85,8.23,1.5666666666666673,0.00917733891601653,-4.719151423751778,0.007235469149084008
11715620_a_at,5.7,5.22,4.84,7.14,6.43,7.25,1.6866666666666674,0.009202834493180859,-4.715400070929169,0.0005107802787865774
11717734_at,5.68,5.63,5.67,6.73,7.06,7.88,1.5633333333333335,0.01027417828560823,-4.56827813135201,0.015732785187569095
11715857_a_at,3.18,3.13,3.33,5.5,4.35,4.6,1.603333333333333,0.010618814621655922,-4.5248673769251,0.00047495160349894503
11727650_a_at,7.06,6.92,6.78,9.38,8.37,8.18,1.7233333333333318,0.010638787546413361,-4.522404078442197,0.024431709382504174
11727557_s_at,5.72,4.91,4.77,6.66,6.9,6.36,1.5066666666666677,0.010818694455236684,-4.5004653714401694,0.04196408466155493
11727964_x_at,5.93,5.77,6.0,7.2,7.21,8.31,1.6733333333333338,0.011098480376653782,-4.467210635106641,0.025968318798124817
11725067_a_at,5.74,4.97,4.94,6.61,7.24,6.49,1.5633333333333335,0.011125649183695666,-4.464035584326553,0.030496115083827713
11723789_a_at,6.1,6.03,6.11,8.53,7.61,7.24,1.7133333333333347,0.011177940984748778,-4.457950909624544,0.032066519159373114
11715651_s_at,3.41,3.89,4.58,7.71,5.9,6.63,2.7866666666666657,0.011225203497012965,-4.452481025324636,0.0011699720295918325
11721552_a_at,5.14,5.65,5.95,6.99,8.56,8.21,2.3400000000000016,0.011656008622011084,-4.4038729332575715,0.01963247977005233
11716251_x_at,5.47,5.13,5.26,7.98,6.58,6.96,1.8866666666666667,0.01176347137324791,-4.392086030866776,0.004988333445264541
11716663_a_at,5.31,5.62,5.95,7.05,6.84,7.9,1.6366666666666667,0.011806273194726045,-4.387427597104469,0.001101319774851502
11729758_at,4.13,3.57,3.9,5.82,4.77,5.61,1.5333333333333328,0.013011948880740651,-4.264014327112204,0.04790177389424196
11721244_a_at,5.77,5.52,5.82,8.76,7.31,9.58,2.846666666666666,0.01317832156398643,-4.248072813732304,0.006797934556938483
11725360_a_at,5.98,6.05,6.21,7.28,7.29,8.38,1.5700000000000003,0.013387821640408656,-4.228341101656011,0.031613597241781165
11716395_a_at,4.33,4.1,5.4,7.69,6.28,7.11,2.416666666666667,0.013470201695954401,-4.220683995333382,0.0015156218421509
11719363_s_at,4.41,4.15,4.3,7.07,5.46,6.29,1.9866666666666672,0.013490689330148837,-4.218788471819476,0.00470217641259382
11716559_x_at,4.51,4.8,4.4,5.8,7.01,7.53,2.210000000000001,0.013694995549820363,-4.200073956213097,0.003999318944581499
11721431_a_at,6.2,6.08,7.24,9.14,7.96,8.77,2.1166666666666654,0.013976510647223167,-4.174831708805108,0.012626780034211346
11718313_at,2.68,2.72,2.59,4.77,3.57,4.9,1.7499999999999996,0.014649196889552366,-4.116919025252325,0.003462878609085207
11726538_x_at,4.45,4.41,3.87,5.85,6.64,5.35,1.7033333333333323,0.01534504923229761,-4.060289693603718,0.03905081852378715
11728668_x_at,5.48,5.36,4.75,8.65,7.27,6.83,2.3866666666666667,0.01580281793479487,-4.024695481395948,0.04165045850308079
